Unnamed: 0,Site,ID,SampleDate,Latitude,Longitude,SoilC.kg.m2,SoilN.kg.m2,Roots.kg.m2,percentC,...1,Blue,Green,Red,NIR,SWIR_1,SWIR_2,Flow,Elevation,Slope,Minimum_temperature,Maximum_temperature,peak_date
117,Perazzo,ZSG4,2016-09-16,39.47862798,-120.383954,10.20213845,,1.890262218,,,32300,33620,35002,37149,9162,9470,1,2003,9.493370192405951,275.29998779296875,292.0,2016-01-12
118,Upper Clarks,UCG1,2016-08-19,40.13691097,-120.508828,9.736453948,,3.496396237,,,42808,42942,44098,40562,7878,8384,4,1702,11.519101111941781,287.6000061035156,303.3999938964844,2016-01-12
119,Upper Clarks,UCG5,2016-08-19,40.13672196,-120.508761,8.566544307,,3.049983293,,,44082,43943,45011,42094,9247,9939,4,1699,11.379710368990636,287.6000061035156,303.3999938964844,2016-02-20
120,Upper Clarks,UCSG2,2016-08-19,40.13715598,-120.508647,10.06810384,,4.556706875,,,42668,40315,39811,38320,13194,14049,4,1702,9.585620664288763,287.6000061035156,303.3999938964844,2016-03-07
121,Upper Clarks,UCSG4,2016-08-19,40.13715598,-120.508408,10.42832544,,0.507897559,,,42668,40315,39811,38320,13194,14049,253,1702,9.585620664288763,287.6000061035156,303.3999938964844,2016-03-07
122,Van Norden,NR2,2017-08-14,39.318036,-120.366214,5.375830352,,4.917037234,,,51061,49915,49633,46162,9356,10171,1,2067,0.0,282.1000061035156,295.5,2017-01-14
123,Van Norden,NR4,2017-08-14,39.31784296,-120.366134,7.903479906,,3.491979737,,,51061,49915,49633,46162,9356,10171,1,2067,0.0,282.1000061035156,295.5,2017-01-14
124,Upper Lacey,LASC1,2019-08-29,39.45151001,-120.434307,8.187737781,0.602818207,1.260174812,,,41801,41146,41874,39546,9297,9935,69,2104,6.260721285079777,285.5,298.5,2019-04-10
125,Upper Lacey,LASC2,2019-08-29,39.45216598,-120.433713,7.89323547,0.706984685,0.924520774,,,41863,41766,42415,39619,9339,9966,69,2102,2.208831075752821,285.5,298.5,2019-04-10
126,Upper Lacey,LASC3,2019-08-29,39.45264601,-120.432585,6.064611704,0.498818224,2.343689604,,,43740,41634,41358,41070,22026,19534,7,2097,1.5172346530491143,285.5,298.5,2019-02-05
127,Upper Lacey,LASC4,2019-08-29,39.45335797,-120.432288,7.757151803,0.719594319,1.925594223,,,43381,41101,40788,40268,21398,18867,7,2097,2.2088414798175497,285.5,298.5,2019-02-05
128,Upper Lacey,LASC6,2019-08-29,39.45563802,-120.43028,8.999654699,0.783280424,2.520349625,,,41733,40927,41611,39052,9360,9934,74,2094,2.208862290039031,285.5,298.5,2019-04-10
129,Lower Bear Creek,LBSC1,2019-07-19,39.18634599,-120.208439,13.71192374,0.795992069,2.231804925,,,56699,55124,54540,51496,11923,14866,76,1916,5.119673703964028,281.8999938964844,297.1000061035156,2019-01-20
130,Lower Bear Creek,LBSC2,2019-07-19,39.18611398,-120.20895,7.376070126,0.398764572,0.765526755,,,57112,55394,54775,51558,13530,15407,76,1915,3.026050129423403,281.8999938964844,297.1000061035156,2019-01-20
131,Lower Bear Creek,LBSC3,2019-07-19,39.18654003,-120.209169,8.996407811,0.526545554,3.168103032,,,56520,54657,53864,50565,13149,15154,76,1920,7.300468998742047,281.8999938964844,297.1000061035156,2019-01-20
132,Lower Bear Creek,LBSC4,2019-07-19,39.18424197,-120.210052,13.83354536,0.84450065,0.830302096,,,64160,63489,63383,60936,18362,20541,76,1922,5.204183551943087,281.8999938964844,297.1000061035156,2019-01-20
133,Lower Bear Creek,LBSC5,2019-07-19,39.18405304,-120.210156,14.08568408,0.869223407,2.184695585,,,64762,63782,63807,61643,16617,19443,76,1923,7.526136241167393,281.8999938964844,297.1000061035156,2019-01-20
134,Lower Bear Creek,LBSC6,2019-07-19,39.184204,-120.21036,15.05407103,0.80608201,2.838337661,,,64251,63498,63402,60980,17220,19771,76,1922,7.142245577801693,281.8999938964844,297.1000061035156,2019-01-20
135,Lower Lacey,LLE3,2019-07-20,39.474604,-120.418731,9.71172803,0.919443205,3.009109014,,,49540,46437,45837,43440,14290,15132,1,2077,0.0,281.8999938964844,295.0,2019-01-20
136,Lower Lacey,LLESC1,2019-07-20,39.46904697,-120.421071,10.86728281,1.028148399,7.137064823,,,41964,41036,41303,41400,28806,23345,1,2077,0.0,281.8999938964844,295.0,2019-05-28
137,Lower Lacey,LLESC2,2019-07-20,39.47017903,-120.419731,13.91616058,1.312453935,7.343168181,,,45109,43305,43815,42233,11286,11912,21,2077,0.0,281.8999938964844,295.0,2019-01-11
138,Lower Lacey,LLWSC1,2019-07-20,39.47227903,-120.424778,9.342796035,0.879479653,5.45879463,,,42567,41184,41743,40125,10086,11092,130,2077,0.0,281.8999938964844,295.0,2019-01-11
139,Lower Lacey,LLWSC2,2019-07-20,39.47278203,-120.422937,10.59664519,0.828611939,9.839963135,,,42735,41316,41771,40248,10224,11146,130,2077,0.0,281.8999938964844,295.0,2019-01-11
140,Lower Lacey,LLWSC3,2019-07-20,39.47439102,-120.418757,10.12777593,0.679659949,6.995736808,,,49740,45853,45530,43440,13449,14492,1,2077,0.0,281.8999938964844,295.0,2019-01-20
141,Lower Perazzo,LPC1SC,2019-08-13,39.49437699,-120.323397,4.494553189,0.343838785,6.87796346,,,41181,39600,40061,40538,30128,26598,3,1968,3.0334805281853336,278.29998779296875,297.3999938964844,2019-11-20
142,Lower Perazzo,LPC2SC,2019-08-13,39.49442997,-120.323506,6.149810314,0.447320418,5.076031253,,,40670,38999,39493,39916,29210,25577,3,1968,3.0334805281853336,278.29998779296875,297.3999938964844,2019-11-20
143,Lower Perazzo,LPC3SC,2019-08-13,39.49450599,-120.323598,5.29915283,0.521439434,3.315319716,,,40619,39100,39545,40038,29413,25828,3,1968,3.6009560852453024,278.29998779296875,297.3999938964844,2019-11-20
144,Lower Perazzo,LPC4SC,2019-08-13,39.49452301,-120.323705,6.023423168,0.562344164,2.77356232,,,40619,39100,39545,40038,29413,25828,3,1968,3.6009560852453024,278.29998779296875,297.3999938964844,2019-11-20
145,Martis Wildlife,MWSC10,2019-07-13,39.29928199,-120.13364,1.595658382,0.1095451,1.925594222,,,43955,41473,41065,40115,14219,15549,216,1780,4.039229346536747,279.29998779296875,304.0,2019-02-05
146,Martis Wildlife,MWSC12,2019-07-13,39.299297,-120.132947,10.7720733,0.820000125,6.583530093,,,43871,41375,40995,39920,14071,15388,221,1780,2.2074071021678723,279.29998779296875,304.0,2019-02-05
147,Martis Wildlife,MWSC14,2019-07-13,39.29956103,-120.132922,5.82928673,0.461381225,3.66275109,,,43743,41291,40909,39919,14147,15418,221,1780,2.207409679426242,279.29998779296875,304.0,2019-02-05
148,Martis Wildlife,MWSC16,2019-07-13,39.299614,-120.134055,8.851223407,0.714571095,12.75485347,,,44031,41637,41159,40171,14362,15669,216,1782,1.198376609863872,279.29998779296875,304.0,2019-02-05
149,Martis Wildlife,MWSC18,2019-07-13,39.29988901,-120.133615,12.58634423,1.002639074,7.531605536,,,43906,41603,41098,40071,14434,15680,216,1781,3.7081639424903616,279.29998779296875,304.0,2019-02-05
150,Martis Wildlife,MWSC2,2019-07-13,39.29878998,-120.133986,10.0200826,0.757990764,7.513939534,,,44367,41955,41493,40453,14594,15895,216,1779,3.704791833718337,279.29998779296875,304.0,2019-02-05
151,Martis Wildlife,MWSC20,2019-07-13,39.29983503,-120.132924,9.665067332,0.793163964,12.38386743,,,43731,41523,41020,39971,14364,15615,221,1780,2.207409679426242,279.29998779296875,304.0,2019-02-05
152,Martis Wildlife,MWSC22,2019-07-13,39.30014499,-120.133256,12.03326,0.937733671,19.35604957,,,43998,41754,41258,40155,14611,15806,8,1778,2.5685671502083953,279.29998779296875,304.0,2019-02-05
153,Martis Wildlife,MWSC24,2019-07-13,39.30014198,-120.133961,7.656375417,0.548236858,12.30731476,,,44078,41754,41295,40183,14615,15790,38,1782,1.1983813638059861,279.29998779296875,304.0,2019-02-05
154,Martis Wildlife,MWSC4,2019-07-13,39.29875997,-120.132971,12.12468948,0.825821721,6.206655382,,,44309,41816,41394,40394,14524,15844,221,1777,2.3956771596584305,279.29998779296875,304.0,2019-02-05
155,Martis Wildlife,MWSC6,2019-07-13,39.29894303,-120.132956,10.68012944,0.79096405,18.82606951,,,44138,41587,41212,40237,14236,15612,221,1778,3.6676062125907625,279.29998779296875,304.0,2019-02-05
156,Martis Wildlife,MWSC8,2019-07-13,39.29901796,-120.133627,6.209316215,0.440168276,16.76503594,,,44232,41707,41308,40313,14373,15703,216,1779,3.028178510890622,279.29998779296875,304.0,2019-02-05
157,Bonita,BO11,2021-10-01,36.04088827,-118.333106,4.754508945,0.294754973,4.926657334,,,42899,43748,44906,44088,12363,12809,18,2543,5.0470492141325956,275.6000061035156,288.79998779296875,2021-02-12
158,Bonita,BO15,2021-10-01,36.03723108,-118.329915,10.19146695,0.821618856,7.445374456,,,37871,36033,36402,36236,29918,26177,6,2530,5.87952656955441,275.6000061035156,288.79998779296875,2021-04-17
159,Bonita,BO17,2021-10-01,36.03738875,-118.330534,11.14675242,1.000899989,5.21817552,,,41409,41439,42507,41728,12070,12486,6,2530,7.308025699138249,275.6000061035156,288.79998779296875,2021-02-12
160,Bonita,BO3,2021-10-01,36.04034033,-118.332705,6.044343057,0.362421793,5.26481843,,,42569,43263,44204,42595,12172,12695,18,2539,1.4747717115283203,275.6000061035156,288.79998779296875,2021-02-12
161,Osa,O15,2021-10-01,36.18121809,-118.308561,10.66634389,0.80492923,1.76076984,,,51204,48547,48259,45718,19467,19391,27,2586,2.476737160251016,274.6000061035156,288.5,2021-12-29
162,Osa,O20,2021-10-01,36.18123009,-118.310256,8.934804662,0.661939234,3.235851859,,,52491,50481,49871,47269,22399,21956,27,2586,5.357293234431687,274.6000061035156,288.5,2021-12-29
163,Osa,O4,2021-10-01,36.18078373,-118.308996,13.35271838,0.986994983,4.186201143,,,51596,49545,48971,46336,21742,21375,27,2588,5.885988987701018,274.6000061035156,288.5,2021-12-29
164,Osa,O7,2021-10-01,36.1814894,-118.307975,16.763582,1.256696731,1.393456926,,,50902,48270,47789,45429,18533,18760,26,2588,6.854305069825542,274.6000061035156,288.5,2021-12-29
165,Partnership,P18,2021-10-01,36.15656984,-118.27711,10.64378909,0.876139146,2.763592398,,,50399,48908,48199,46096,22312,22316,4,2668,7.465779395933806,272.20001220703125,289.1000061035156,2021-12-29
166,Partnership,P4,2021-10-01,36.15781701,-118.274205,6.797659662,0.521421205,1.53921602,,,50351,48054,47568,45601,21486,21875,3,2675,3.603648976672679,272.20001220703125,289.1000061035156,2021-12-29
167,Partnership,P5,2021-10-01,36.15807465,-118.274111,8.572298569,0.65879884,1.101938741,,,49940,47555,47092,45097,20765,21085,3,2676,2.4761039459965164,272.20001220703125,289.1000061035156,2021-12-29
168,Partnership,P7,2021-10-01,36.15752373,-118.273888,8.789826592,0.753494566,1.440099836,,,50545,48339,47936,45865,21593,21916,3,2676,8.041279639692371,272.20001220703125,289.1000061035156,2021-12-29
169,Clover Valley,D13,2019-06-28,39.95544474,-120.4263173,,,3.234394268,,,52856,51803,50878,42861,7245,7882,530,1670,1.5241920067571513,279.3999938964844,291.1000061035156,2019-02-28
170,Clover Valley,D14,2019-06-28,39.95047473,-120.4264405,,,2.340891029,,,45822,44123,44611,44241,29870,23590,1,1669,0.0,279.3999938964844,291.1000061035156,2019-05-28
171,Deer,DHA-A,2019-09-07,39.42841024,-120.6513898,6.450277825,,4.55132767,,,37636,36580,36856,38175,11427,11845,3,1885,4.542227770877306,285.6000061035156,297.20001220703125,2019-02-21
172,Deer,DHA-B,2019-09-07,39.42879998,-120.6513985,2.399038017,,1.171424371,,,40411,39193,39770,39945,11761,12222,3,1885,2.2086101533015485,285.6000061035156,297.20001220703125,2019-02-21
173,Deer,DHA-C,2019-09-07,39.42921025,-120.649655,9.116635161,,2.19294555,,,40144,38681,38563,38328,21618,18836,1,1886,3.8934436006493782,285.6000061035156,297.20001220703125,2019-05-19
174,Deer,DHA-D,2019-09-07,39.42824501,-120.6509018,8.143058868,,3.173175449,,,41394,41719,42188,40045,11461,12148,3,1885,10.992984815350752,285.6000061035156,297.20001220703125,2019-02-21
175,Loney,LHA-A,2019-08-22,39.42042051,-120.6554825,7.522263306,,3.975579254,,,44985,43809,44366,41774,11768,12398,1,1826,3.0276321795190313,286.5,298.29998779296875,2019-02-21
176,Loney,LHA-B,2019-08-22,39.4204955,-120.6549523,6.881675636,,2.882386059,,,44462,42628,43239,40809,11705,12376,1,1827,1.516795334089002,286.5,298.29998779296875,2019-02-21
177,Loney,LHA-C,2019-08-22,39.42084,-120.6560708,7.63515886,,2.058847185,,,44915,43421,44075,41486,11657,12313,1,1824,5.674365175717051,286.5,298.29998779296875,2019-02-21
178,Clover Valley,R25,2019-06-28,39.94547401,-120.4271855,,,2.630951624,,,48456,46825,46699,44050,17546,17784,438,1665,3.740680967278471,279.3999938964844,291.1000061035156,2019-02-21
179,Clover Valley,R26,2019-06-28,39.941533,-120.4275425,,,0.917553489,,,49447,46410,45810,42711,12657,14393,6,1670,1.2095359823771814,279.3999938964844,291.1000061035156,2019-11-27
180,Sardine,SA1A,2021-10-10,39.51372401,-120.113295,10.97453787,0.889708602,2.594511851,,,47904,45538,45405,45097,14717,15659,285,1843,4.885700295163713,270.8999938964844,285.8999938964844,2021-12-27
181,Sardine,SA1B,2021-10-10,39.51379098,-120.113413,9.567847684,0.719846344,1.824903841,,,47904,45538,45405,45097,14717,15659,285,1841,2.5754221189484703,270.8999938964844,285.8999938964844,2021-12-27
182,Sardine,SA2A,2021-10-10,39.51312496,-120.117378,8.138675402,0.595383932,1.154412015,,,52090,50908,51050,50366,17728,18232,281,1843,2.7802885155642585,270.8999938964844,285.8999938964844,2021-12-27
183,Sardine,SA2B,2021-10-10,39.51300702,-120.1174,10.61477938,0.7874172,0.606357826,,,52090,50908,51050,50366,17728,18232,281,1843,2.7802885155642585,270.8999938964844,285.8999938964844,2021-12-27
184,Sardine,SA3A,2021-10-10,39.51268499,-120.11738,8.475493443,0.67340055,1.206885287,,,52402,51336,51429,50771,18311,18740,281,1842,1.5180547837497116,270.8999938964844,285.8999938964844,2021-12-27
185,Sardine,SA3B,2021-10-10,39.51255499,-120.117293,4.140790012,0.355037144,0.851233101,,,52851,51594,51809,51204,18785,19184,1,1843,1.2020375050346963,270.8999938964844,285.8999938964844,2021-12-27
186,Sardine,SA4A,2021-10-10,39.51297702,-120.119807,3.517606347,0.266921286,1.422608745,,,53105,51918,52103,51361,18450,18967,281,1844,3.033988833161856,270.8999938964844,285.8999938964844,2021-12-27
187,Sardine,SA4B,2021-10-10,39.51315698,-120.119772,9.77394929,0.705290289,1.294340744,,,52866,51658,51816,51033,18430,18923,281,1845,1.854334168853263,270.8999938964844,285.8999938964844,2021-12-27
188,Sardine,SA4C,2021-10-10,39.51286001,-120.119931,10.17464436,0.733930578,3.486557498,,,53105,51918,52103,51361,18450,18967,281,1843,1.5180547837497116,270.8999938964844,285.8999938964844,2021-12-27
189,Sardine,SA5A,2021-10-10,39.51250101,-120.121565,6.596294559,0.516082426,1.148581651,,,54443,52916,53249,52638,18598,19063,1,1844,1.5180509805603841,270.0,285.79998779296875,2021-12-27
190,Sardine,SA5B,2021-10-10,39.51236103,-120.121547,4.554798479,0.374338681,0.489750552,,,54098,52470,52910,52278,17772,18432,1,1844,1.5180509805603841,270.0,285.79998779296875,2021-12-27
191,Bean,BE2,2019-07-15,37.75339282,-120.141393,6.257232033,0.382084395,2.034796934,,1.0,47837,45848,45620,44477,26464,21368,55,967,3.9717973991256255,287.0,307.3999938964844,2019-01-20
192,Bean,BE20,2019-07-15,37.75377668,-120.143884,6.315393787,0.43553031,1.171903106,,2.0,48869,47367,47431,46882,26710,20569,2,967,0.0,287.0,307.3999938964844,2019-01-20
193,Bean,BE24,2019-07-15,37.75351333,-120.143522,5.567145459,0.346916588,1.381796199,,3.0,48654,46981,46968,46122,26743,20987,2,967,0.9274099368492421,287.0,307.3999938964844,2019-01-20
194,Bean,BE4,2019-07-15,37.75376251,-120.141385,6.922441066,0.444743355,1.346814017,,4.0,47888,45716,45515,44352,26499,21334,55,968,3.6345160742688485,287.0,307.3999938964844,2019-01-20
195,Bean,BE6,2019-07-15,37.75338843,-120.140897,4.739816028,0.323721432,2.139743481,,5.0,47918,46005,45678,44489,27125,22047,55,967,4.627367505860409,287.0,307.3999938964844,2019-01-20
196,Bean,BE8,2019-07-15,37.75263388,-120.142132,6.363660163,0.420222277,1.795752023,,6.0,48076,46162,46052,45185,26920,21593,2,968,0.9274099368492421,287.0,307.3999938964844,2019-01-20
197,Bonita,BO11,2018-07-01,36.04088827,-118.333106,5.706779869,0.582592689,15.70116947,,7.0,43990,44286,45227,40205,7098,7642,18,2543,5.0470492141325956,283.79998779296875,297.1000061035156,2018-12-21
198,Bonita,BO13,2018-07-01,36.03774023,-118.329693,10.83863202,,6.016935348,,8.0,31839,30498,30231,31873,11902,11987,18,2532,3.9030664595194797,283.79998779296875,297.1000061035156,2018-12-05
199,Bonita,BO16,2018-07-01,36.03728437,-118.330227,9.326803249,0.605762799,10.41302958,,9.0,34158,34965,36085,36094,11571,11863,6,2529,6.464860749435276,283.79998779296875,297.1000061035156,2018-02-20
200,Bonita,BO2,2018-07-01,36.04019003,-118.332431,3.351564021,0.606185941,7.410392274,,10.0,44295,45421,46189,40432,6604,7480,18,2539,1.4747717115283203,283.79998779296875,297.1000061035156,2018-12-21
201,Bonita,BO21,2018-07-01,36.03646599,-118.330256,15.34073151,0.941910732,7.894312463,,11.0,31286,29098,29964,30918,21702,17926,6,2536,1.4747308402468942,283.79998779296875,297.1000061035156,2018-10-02
202,Bonita,BO6,2018-07-01,36.0402798,-118.332006,8.354329842,0.554704817,14.84993637,,12.0,36475,35079,35031,35905,23029,21982,18,2540,2.947591852746174,283.79998779296875,297.1000061035156,2018-01-19
203,Bonita,BO7,2018-07-01,36.04049153,-118.332985,9.983379077,0.585483429,8.763036654,,13.0,36897,35570,35446,36191,22893,21612,18,2541,3.6014778509521777,283.79998779296875,297.1000061035156,2018-01-19
204,Deer,D11,2018-07-01,39.42049541,-120.655402,17.25406778,1.18871298,9.67508045,,14.0,49495,47313,47134,46116,19446,19786,1,1826,1.2004508063540187,285.0,297.5,2018-05-16
205,Deer,D14,2018-07-01,39.42932558,-120.650599,15.90901963,0.953586099,8.603342993,,15.0,45046,42795,42283,40721,17605,18354,1,1891,6.573549226334118,285.5,298.3999938964844,2018-05-16
206,Deer,D15,2018-07-01,39.42054608,-120.655742,15.38666844,1.157777891,5.576567977,,16.0,49688,47411,47234,46291,19400,19748,1,1826,1.5167953341375762,285.0,297.5,2018-05-16
207,Deer,D16,2018-07-01,39.42928175,-120.65011,18.11323076,1.313694769,1.960926226,,17.0,47281,45960,46911,44181,8882,9776,3,1886,8.769707890907577,285.5,298.3999938964844,2018-12-03
208,Deer,D20,2018-07-01,39.42890242,-120.650167,13.99112051,,4.987701242,,18.0,46060,44372,45110,42555,8905,9830,3,1884,6.888974341637581,285.5,298.3999938964844,2018-12-03
209,Deer,D20,2018-07-01,39.42890242,-120.650167,13.99112051,,4.987701242,,19.0,46060,44372,45110,42555,8905,9830,3,1884,6.888974341637581,285.5,298.3999938964844,2018-12-03
210,Deer,D21,2018-07-01,39.42116249,-120.656298,20.96007043,1.513347353,5.129029259,,20.0,49536,47059,46919,45964,18504,18815,62,1819,6.646138040662084,285.5,298.3999938964844,2018-05-16
211,Deer,D24,2018-07-01,39.42852742,-120.650225,21.45937666,1.213699493,8.279466288,,21.0,46088,44765,45577,42614,8875,9771,3,1883,10.546165703238902,285.5,298.3999938964844,2018-12-03
212,East Creek,C1,2018-07-01,40.24418042,-120.900972,10.33608643,0.960896948,4.337790599,,22.0,44353,42413,42972,43056,26145,21947,37,1543,5.877969823126605,285.6000061035156,299.8999938964844,2018-06-17
213,East Creek,C12,2018-07-01,40.24346585,-120.900515,9.97157474,1.166801731,0.437277278,,23.0,44651,42410,43137,43575,24516,20283,37,1543,1.5282623828892237,285.6000061035156,299.8999938964844,2018-06-17
214,East Creek,C14,2018-07-01,40.24376207,-120.90226,8.764816771,1.186569948,0.268196731,,24.0,42496,40812,41471,41893,21404,18290,37,1548,7.404311798718247,285.6000061035156,299.8999938964844,2018-06-17
215,East Creek,C16,2018-07-01,40.24340594,-120.902429,11.85750587,0.973917848,1.673314384,,25.0,41997,40092,40649,41081,20499,17587,37,1541,4.426221754986762,285.6000061035156,299.8999938964844,2018-06-17
216,East Creek,C21,2018-07-01,40.24314264,-120.902276,12.23277755,1.178862213,0.903706375,,26.0,41008,39166,39700,40179,19797,16687,37,1540,1.5282584225141693,285.6000061035156,299.8999938964844,2018-06-17
217,East Creek,C23,2018-07-01,40.24300747,-120.901803,6.978088187,0.882765025,1.80741275,,27.0,41936,39957,40475,40833,22376,19015,37,1539,0.9274099368492421,285.6000061035156,299.8999938964844,2018-06-17
218,East Creek,C5,2018-07-01,40.24382567,-120.901141,17.85788974,1.474143794,2.093100571,,28.0,44843,42737,43519,43936,24740,20790,37,1541,3.0333830504494537,285.6000061035156,299.8999938964844,2018-06-17
219,East Creek,C8,2018-07-01,40.2435983,-120.900989,6.575828645,1.015783239,1.101938741,,29.0,44843,42737,43519,43936,24740,20790,37,1540,2.5993892384909905,285.6000061035156,299.8999938964844,2018-06-17
220,Goodrich,R11,2018-07-01,40.3652384,-120.950044,6.312399301,0.875801497,0.892045648,,30.0,35670,35565,36199,41172,16008,14970,1,1583,3.0342559178821644,283.1000061035156,299.79998779296875,2018-12-10
221,Goodrich,R15,2018-07-01,40.36300816,-120.953197,15.27009938,1.168847437,0.542223825,,31.0,30544,31347,32078,39792,12568,12133,1,1581,4.581228385943674,283.1000061035156,299.79998779296875,2018-12-10
222,Goodrich,R17,2018-07-01,40.36263427,-120.953173,14.96640347,1.172326096,0.180741275,,32.0,39904,39382,40458,43766,11844,11627,1,1580,5.196074628529962,283.1000061035156,299.79998779296875,2018-12-10
223,Goodrich,R22,2018-07-01,40.36268228,-120.952682,14.31633102,1.121208173,0.787099101,,33.0,39160,39476,40191,42460,11670,11522,1,1579,2.433026293972217,283.1000061035156,299.79998779296875,2018-12-10
224,Goodrich,R24,2018-07-01,40.3627108,-120.952175,13.37989338,1.132790677,0.075794728,,34.0,39344,37227,36725,36222,18308,19292,1,1583,8.828551435216692,283.1000061035156,299.79998779296875,2018-01-24
225,Goodrich,R3,2018-07-01,40.36562882,-120.949073,12.12256193,1.307618139,0.763777646,,35.0,31687,31933,32406,38933,17625,16202,2,1584,3.89854030069436,283.1000061035156,299.79998779296875,2018-12-10
226,Goodrich,R5,2018-07-01,40.365631,-120.94956,10.03114116,1.082685473,0.62967928,,36.0,39637,40051,41928,41286,8915,9445,2,1585,7.407485117486538,283.1000061035156,299.79998779296875,2018-12-26
227,Goodrich,R7,2018-07-01,40.36563256,-120.950046,9.804460952,1.189671231,0.880384921,,37.0,36550,37520,39438,43045,9210,9461,1,1592,11.760483106412893,283.1000061035156,299.79998779296875,2018-12-26
228,Greenville,V1,2018-07-01,40.23818046,-120.909457,9.999476007,0.983212459,1.206885288,,38.0,41200,38828,39164,38673,19474,16173,125,1539,2.2163686165095204,285.6000061035156,299.8999938964844,2018-06-17
229,Greenville,V12,2018-07-01,40.23787941,-120.910426,15.47609271,1.210972296,2.536208214,,39.0,41830,39668,40036,39653,19029,15774,125,1540,0.9274099368611016,285.6000061035156,299.8999938964844,2018-06-17
230,Greenville,V14,2018-07-01,40.23923895,-120.909829,13.37524014,1.16477769,2.874369309,,40.0,44366,42553,42971,42686,20806,17087,125,1539,2.428593961882968,285.6000061035156,299.8999938964844,2018-06-17
231,Greenville,V21,2018-07-01,40.23927026,-120.910573,14.80664437,1.138889937,2.518717123,,41.0,43581,41937,42388,42058,16463,13509,125,1539,2.5992497944408672,285.6000061035156,299.8999938964844,2018-06-17
232,Greenville,V23,2018-07-01,40.23890324,-120.910805,12.6109549,1.049199928,4.157049325,,42.0,43446,41589,42037,41692,17214,14209,125,1542,1.5281990239463612,285.6000061035156,299.8999938964844,2018-06-17
