ID,Site,SampleDate,Latitude,Longitude,SoilC.kg.m2,SoilN.kg.m2,Roots.kg.m2,percentC
ZSG2,Perazzo,9/16/2016,39.47850402,-120.384429,8.005272639,,0.647753408,
ZSG4,Perazzo,9/16/2016,39.47862798,-120.383954,10.20213845,,1.890262218,
UCG1,Upper Clarks,8/19/2016,40.13691097,-120.508828,9.736453948,,3.496396237,
UCG5,Upper Clarks,8/19/2016,40.13672196,-120.508761,8.566544307,,3.049983293,
UCSG2,Upper Clarks,8/19/2016,40.13715598,-120.508647,10.06810384,,4.556706875,
UCSG4,Upper Clarks,8/19/2016,40.13715598,-120.508408,10.42832544,,0.507897559,
NR2,Van Norden,8/14/2017,39.318036,-120.366214,5.375830352,,4.917037234,
NR4,Van Norden,8/14/2017,39.31784296,-120.366134,7.903479906,,3.491979737,
BO11,Bonita,10/1/2021,36.04088827,-118.333106,4.754508945,0.294754973,4.926657334,
BO15,Bonita,10/1/2021,36.03723108,-118.329915,10.19146695,0.821618856,7.445374456,
BO17,Bonita,10/1/2021,36.03738875,-118.330534,11.14675242,1.000899989,5.21817552,
BO3,Bonita,10/1/2021,36.04034033,-118.332705,6.044343057,0.362421793,5.26481843,
O15,Osa,10/1/2021,36.18121809,-118.308561,10.66634389,0.80492923,1.76076984,
O20,Osa,10/1/2021,36.18123009,-118.310256,8.934804662,0.661939234,3.235851859,
O4,Osa,10/1/2021,36.18078373,-118.308996,13.35271838,0.986994983,4.186201143,
O7,Osa,10/1/2021,36.1814894,-118.307975,16.763582,1.256696731,1.393456926,
P18,Partnership,10/1/2021,36.15656984,-118.27711,10.64378909,0.876139146,2.763592398,
P4,Partnership,10/1/2021,36.15781701,-118.274205,6.797659662,0.521421205,1.53921602,
P5,Partnership,10/1/2021,36.15807465,-118.274111,8.572298569,0.65879884,1.101938741,
P7,Partnership,10/1/2021,36.15752373,-118.273888,8.789826592,0.753494566,1.440099836,
SA1A,Sardine,10/7/2021,39.51372401,-120.113295,10.97453787,0.889708602,2.594511851,
SA1B,Sardine,10/7/2021,39.51379098,-120.113413,9.567847684,0.719846344,1.824903841,
SA2A,Sardine,10/7/2021,39.51312496,-120.117378,8.138675402,0.595383932,1.154412015,
SA2B,Sardine,10/7/2021,39.51300702,-120.1174,10.61477938,0.7874172,0.606357826,
SA3A,Sardine,10/7/2021,39.51268499,-120.11738,8.475493443,0.67340055,1.206885287,
SA3B,Sardine,10/7/2021,39.51255499,-120.117293,4.140790012,0.355037144,0.851233101,
SA4B,Sardine,10/7/2021,39.51315698,-120.119772,9.77394929,0.705290289,1.294340744,
SA4C,Sardine,10/7/2021,39.51286001,-120.119931,10.17464436,0.733930578,3.486557498,
SA5A,Sardine,10/7/2021,39.51250101,-120.121565,6.596294559,0.516082426,1.148581651,
SA5B,Sardine,10/7/2021,39.51236103,-120.121547,4.554798479,0.374338681,0.489750552,
BE18,Bean,7/15/2019,37.75472028,-120.14281,,,1.189394196,
BE2,Bean,7/15/2019,37.75339282,-120.141393,6.257232033,0.382084395,2.034796934,
BE20,Bean,7/15/2019,37.75377668,-120.143884,6.315393787,0.43553031,1.171903106,
BE24,Bean,7/15/2019,37.75351333,-120.143522,5.567145459,0.346916588,1.381796199,
BE4,Bean,7/15/2019,37.75376251,-120.141385,6.922441066,0.444743355,1.346814017,
BE6,Bean,7/15/2019,37.75338843,-120.140897,4.739816028,0.323721432,2.139743481,
BE8,Bean,7/15/2019,37.75263388,-120.142132,6.363660163,0.420222277,1.795752023,
BO11,Bonita,7/1/2018,36.04088827,-118.333106,5.706779869,0.582592689,15.70116947,
BO13,Bonita,7/1/2018,36.03774023,-118.329693,10.83863202,,6.016935348,
BO16,Bonita,7/1/2018,36.03728437,-118.330227,9.326803249,0.605762799,10.41302958,
BO2,Bonita,7/1/2018,36.04019003,-118.332431,3.351564021,0.606185941,7.410392274,
BO21,Bonita,7/1/2018,36.03646599,-118.330256,15.34073151,0.941910732,7.894312463,
BO6,Bonita,7/1/2018,36.0402798,-118.332006,8.354329842,0.554704817,14.84993637,
BO7,Bonita,7/1/2018,36.04049153,-118.332985,9.983379077,0.585483429,8.763036654,
D11,Deer,7/1/2018,39.42049541,-120.655402,17.25406778,1.18871298,9.67508045,
D14,Deer,7/1/2018,39.42932558,-120.650599,15.90901963,0.953586099,8.603342993,
D15,Deer,7/1/2018,39.42054608,-120.655742,15.38666844,1.157777891,5.576567977,
D16,Deer,7/1/2018,39.42928175,-120.65011,18.11323076,1.313694769,1.960926226,
D20,Deer,7/1/2018,39.42890242,-120.650167,13.99112051,,4.987701242,
D21,Deer,7/1/2018,39.42116249,-120.656298,20.96007043,1.513347353,5.129029259,
D24,Deer,7/1/2018,39.42852742,-120.650225,21.45937666,1.213699493,8.279466288,
C1,East Creek,7/1/2018,40.24418042,-120.900972,10.33608643,0.960896948,4.337790599,
C12,East Creek,7/1/2018,40.24346585,-120.900515,9.97157474,1.166801731,0.437277278,
C14,East Creek,7/1/2018,40.24376207,-120.90226,8.764816771,1.186569948,0.268196731,
C16,East Creek,7/1/2018,40.24340594,-120.902429,11.85750587,0.973917848,1.673314384,
C21,East Creek,7/1/2018,40.24314264,-120.902276,12.23277755,1.178862213,0.903706375,
C23,East Creek,7/1/2018,40.24300747,-120.901803,6.978088187,0.882765025,1.80741275,
C5,East Creek,7/1/2018,40.24382567,-120.901141,17.85788974,1.474143794,2.093100571,
C8,East Creek,7/1/2018,40.2435983,-120.900989,6.575828645,1.015783239,1.101938741,
R11,Goodrich,7/1/2018,40.3652384,-120.950044,6.312399301,0.875801497,0.892045648,
R15,Goodrich,7/1/2018,40.36300816,-120.953197,15.27009938,1.168847437,0.542223825,
R17,Goodrich,7/1/2018,40.36263427,-120.953173,14.96640347,1.172326096,0.180741275,
R22,Goodrich,7/1/2018,40.36268228,-120.952682,14.31633102,1.121208173,0.787099101,
R24,Goodrich,7/1/2018,40.3627108,-120.952175,13.37989338,1.132790677,0.075794728,
R3,Goodrich,7/1/2018,40.36562882,-120.949073,12.12256193,1.307618139,0.763777646,
R5,Goodrich,7/1/2018,40.365631,-120.94956,10.03114116,1.082685473,0.62967928,
R7,Goodrich,7/1/2018,40.36563256,-120.950046,9.804460952,1.189671231,0.880384921,
V1,Greenville,7/1/2018,40.23818046,-120.909457,9.999476007,0.983212459,1.206885288,
V12,Greenville,7/1/2018,40.23787941,-120.910426,15.47609271,1.210972296,2.536208214,
V14,Greenville,7/1/2018,40.23923895,-120.909829,13.37524014,1.16477769,2.874369309,
V21,Greenville,7/1/2018,40.23927026,-120.910573,14.80664437,1.138889937,2.518717123,
V23,Greenville,7/1/2018,40.23890324,-120.910805,12.6109549,1.049199928,4.157049325,
V5,Greenville,7/1/2018,40.2383362,-120.909868,14.715686,1.280212576,0.839572375,
V8,Greenville,7/1/2018,40.23824721,-120.910194,12.47409621,1.052210811,3.655638046,
L10,Loney,7/1/2018,39.42075848,-120.655334,17.93376234,1.365167672,1.613494853,
L11,Loney,7/1/2018,39.42299807,-120.6437,15.85924411,1.47949974,3.774635769,
L4,Loney,7/1/2018,39.42012524,-120.654793,14.94021713,1.291312467,7.513939534,
L5,Loney,7/1/2018,39.42228976,-120.645139,9.250491747,0.510477525,2.755857861,
L6,Loney,7/1/2018,39.42070463,-120.654992,13.2373754,1.064684542,4.673691511,
L7,Loney,7/1/2018,39.42301372,-120.644482,15.18910028,1.367197437,3.433093063,
MC13,Martis Control,7/1/2018,39.30439386,-120.106014,20.62885501,1.450234495,7.802484234,
MC15,Martis Control,7/1/2018,39.30384095,-120.10685,7.412203115,0.496638544,5.470571965,
MC19,Martis Control,7/1/2018,39.30469082,-120.106923,15.83445291,1.068748662,5.205581934,
MC21,Martis Control,7/1/2018,39.30454411,-120.106466,21.539195,1.534211297,4.21628582,
MC23,Martis Control,7/1/2018,39.30434091,-120.107112,21.6339332,1.558433605,3.044441018,
MC3,Martis Control,7/1/2018,39.30377892,-120.107947,26.52077539,2.084639084,3.474313734,
MC7,Martis Control,7/1/2018,39.3034382,-120.108135,15.08366454,0.905932229,7.508050866,
MC9,Martis Control,7/1/2018,39.30398804,-120.107308,16.21548602,1.137122618,5.182027265,
MM12,Middle Martis,7/1/2018,39.30375737,-120.112489,19.28036844,1.40548193,7.142953491,
MM14,Middle Martis,7/1/2018,39.30349845,-120.110056,14.64343233,1.006944152,5.28213461,
MM18,Middle Martis,7/1/2018,39.30322014,-120.110415,19.06577503,1.336891056,11.56534267,
MM20,Middle Martis,7/1/2018,39.30201298,-120.108478,8.549629111,0.692165102,2.249470926,
MM24,Middle Martis,7/1/2018,39.30204346,-120.108973,10.08793014,0.725988467,3.178974418,
MM3,Middle Martis,7/1/2018,39.30428043,-120.113822,19.39406545,1.384666404,6.12421404,
MM5,Middle Martis,7/1/2018,39.30399766,-120.114133,22.45213794,1.62548579,7.481131244,
MM8,Middle Martis,7/1/2018,39.30398376,-120.112171,15.94709147,1.177614424,7.54338287,
O10,Osa,7/1/2018,36.18112893,-118.307414,7.127084525,0.705026744,1.294340743,
O12,Osa,7/1/2018,36.18126411,-118.308058,13.76658577,0.838394511,4.349451327,
O16,Osa,7/1/2018,36.18095129,-118.308515,5.538804479,0.768533958,0.437277278,
O22,Osa,7/1/2018,36.18087268,-118.310153,7.610850703,0.8123724,3.037619493,
O4,Osa,7/1/2018,36.18078373,-118.308996,11.76361398,0.74621823,1.690805476,
O6,Osa,7/1/2018,36.18052454,-118.30958,14.19492354,1.051521728,1.498403473,
P10,Partnership,7/1/2018,36.15833266,-118.274809,8.524418571,0.867981209,1.615010747,
P13,Partnership,7/1/2018,36.15887679,-118.274212,8.544606226,0.842171005,6.104390803,
P18,Partnership,7/1/2018,36.15656984,-118.27711,10.18296593,0.857638713,5.684604616,
P2,Partnership,7/1/2018,36.15754705,-118.274217,9.405279009,0.905099396,3.836379321,
P22,Partnership,7/1/2018,36.15694296,-118.277125,,,2.454583121,
P8,Partnership,7/1/2018,36.15725521,-118.273898,9.498468955,0.772901158,7.981767918,
S12,Smith,7/15/2019,37.76212504,-120.12188,7.419025687,0.501455946,2.810235308,
S16,Smith,7/15/2019,37.76193701,-120.120841,10.13654779,0.685658314,1.545046382,
S18,Smith,7/15/2019,37.76014601,-120.119534,7.866298306,0.536982204,2.1688953,
S2,Smith,7/15/2019,37.76116716,-120.120232,,,2.017305844,
S22,Smith,7/15/2019,37.76050971,-120.119759,6.996911233,,0.787099101,
S4,Smith,7/15/2019,37.76149567,-120.12077,6.426668791,0.410425516,3.00263731,
S8,Smith,7/15/2019,37.76122651,-120.119777,7.23995932,0.500441746,2.821896035,
UL10,Upper Loney,7/1/2018,39.42324197,-120.643852,15.03219375,1.07659142,11.18846796,
UL14,Upper Loney,7/1/2018,39.42267443,-120.644653,14.51396979,1.040583562,8.962551701,
UL3,Upper Loney,7/1/2018,39.42899305,-120.651146,12.27744346,0.938932118,11.58889734,
UL7,Upper Loney,7/1/2018,39.42823706,-120.65126,16.74326325,1.364780963,6.98984814,
UL8,Upper Loney,7/1/2018,39.42290416,-120.644794,10.06993321,0.630258753,2.897224335,
UL9,Upper Loney,7/1/2018,39.42856751,-120.650712,7.503549489,0.543794165,4.01607113,
BE18,Bean,6/1/2016,37.75472028,-120.14281,,,,
BE2,Bean,6/1/2016,37.75339282,-120.141393,23.82526814,,0.0,7.132436418
BE20,Bean,6/1/2016,37.75377668,-120.143884,7.066598423,,0.0,2.148890233
BE24,Bean,6/1/2016,37.75351333,-120.143522,6.023794789,,0.0,1.926459589
BE4,Bean,6/1/2016,37.75376251,-120.141385,5.263597523,,0.0,1.730008962
BE6,Bean,6/1/2016,37.75338843,-120.140897,5.070618307,,0.0,1.437154574
BE8,Bean,6/1/2016,37.75263388,-120.142132,8.994209763,,0.36148255,2.641511981
BO11,Bonita,7/13/2016,36.04088827,-118.333106,13.70369253,,7.474526275,6.528450976
BO13,Bonita,7/13/2016,36.03774023,-118.329693,9.023286962,,4.664290967,11.55832664
BO16,Bonita,7/13/2016,36.03728437,-118.330227,7.272930238,,6.308453533,7.722145246
BO17,Bonita,7/13/2016,36.03738875,-118.330534,15.28571559,,,6.652211689
BO2,Bonita,7/13/2016,36.04019003,-118.332431,9.149498322,,2.098930935,3.80052937
BO21,Bonita,7/13/2016,36.03646599,-118.330256,17.87685768,,4.145388597,10.27623386
BO6,Bonita,7/13/2016,36.0402798,-118.332006,11.22827825,,4.506871147,7.525786853
BO7,Bonita,7/13/2016,36.04049153,-118.332985,10.17341492,,5.7837208,7.275358463
D11,Deer,7/13/2016,39.42049541,-120.655402,15.36029841,,4.466058601,12.68443219
D12,Deer,7/13/2016,39.42802454,-120.651048,15.31258447,,2.302993665,14.57415042
D14,Deer,7/13/2016,39.42932558,-120.650599,15.47850049,,1.364305108,10.03017655
D15,Deer,7/13/2016,39.42054608,-120.655742,16.38317721,,0.938688557,7.594368546
D16,Deer,7/13/2016,39.42928175,-120.65011,17.20538872,,1.545046383,9.593619084
D20,Deer,7/13/2016,39.42890242,-120.650167,15.93460375,,1.609180384,7.789854527
D21,Deer,7/13/2016,39.42116249,-120.656298,13.44354158,,1.107769104,9.729834154
D24,Deer,7/13/2016,39.42852742,-120.650225,14.77328205,,3.480727134,9.358348887
C1,East Creek,7/4/2015,40.24418042,-120.900972,9.388781042,,0.958114454,4.284204864
C12,East Creek,7/4/2015,40.24346585,-120.900515,11.6658849,,0.73010747,2.527008054
C14,East Creek,7/4/2015,40.24376207,-120.90226,12.132928,,0.0,1.789176797
C16,East Creek,7/4/2015,40.24340594,-120.902429,12.94747738,,0.623380797,4.816789112
C21,East Creek,7/4/2015,40.24314264,-120.902276,6.676372952,,0.123705917,4.349883175
C23,East Creek,7/4/2015,40.24300747,-120.901803,10.48476581,,0.220730165,2.459702315
C5,East Creek,7/4/2015,40.24382567,-120.901141,9.716445153,,0.451162756,5.101197957
C8,East Creek,7/4/2015,40.2435983,-120.900989,8.522558855,,0.325031233,1.639645823
R11,Goodrich,7/4/2015,40.3652384,-120.950044,6.685136038,,1.789921659,1.944773689
R15,Goodrich,7/4/2015,40.36300816,-120.953197,11.41231139,,0.0,3.637387052
R17,Goodrich,7/4/2015,40.36263427,-120.953173,13.06467748,,5.293970248,4.268652426
R22,Goodrich,7/4/2015,40.36268228,-120.952682,12.02649479,,1.096108378,4.002974896
R24,Goodrich,7/4/2015,40.3627108,-120.952175,13.16289681,,0.483920188,3.973444726
R3,Goodrich,7/4/2015,40.36562882,-120.949073,15.51839201,,2.37295803,4.082942661
R5,Goodrich,7/4/2015,40.365631,-120.94956,12.3842364,,0.174910911,3.39224127
R7,Goodrich,7/4/2015,40.36563256,-120.950046,12.75677349,,0.979501103,3.33268935
V1,Greenville,7/4/2015,40.23818046,-120.909457,11.73377377,,1.687866506,4.176728774
V12,Greenville,7/4/2015,40.23787941,-120.910426,13.20989354,,2.153971901,4.834922199
V14,Greenville,7/4/2015,40.23923895,-120.909829,13.58251433,,0.0,5.20888689
V21,Greenville,7/4/2015,40.23927026,-120.910573,16.83028248,,2.298747061,6.761000708
V23,Greenville,7/4/2015,40.23890324,-120.910805,15.11993081,,1.451282707,5.721490525
V5,Greenville,7/4/2015,40.2383362,-120.909868,16.5387401,,1.366536272,6.282330371
V8,Greenville,7/4/2015,40.23824721,-120.910194,12.70597988,,0.858057659,5.413309131
L10,Loney,7/3/2016,39.42075848,-120.655334,13.5849345,,3.259173313,10.83792182
L11,Loney,7/3/2016,39.42299807,-120.6437,16.01180989,,5.608809888,10.23975036
L4,Loney,7/3/2016,39.42012524,-120.654793,9.384489833,,7.188838454,8.198680623
L5,Loney,7/3/2016,39.42228976,-120.645139,14.42026777,,5.288139885,8.180362042
L6,Loney,7/3/2016,39.42070463,-120.654992,12.20849529,,9.456849936,7.485004481
L7,Loney,7/3/2016,39.42301372,-120.644482,12.81621075,,6.611632446,8.657938502
MC13,Martis Control,6/1/2016,39.30439386,-120.106014,13.63563534,,1.323492562,8.68530765
MC15,Martis Control,6/1/2016,39.30384095,-120.10685,5.268924604,,1.667484021,1.84549365
MC19,Martis Control,6/1/2016,39.30469082,-120.106923,14.00687731,,1.183563833,6.3311409
MC21,Martis Control,6/1/2016,39.30454411,-120.106466,13.29092338,,0.029151818,7.02391005
MC23,Martis Control,6/1/2016,39.30434091,-120.107112,18.06619916,,1.661653657,10.1630741
MC3,Martis Control,6/1/2016,39.30377892,-120.107947,14.32069179,,0.239044912,8.56356555
MC7,Martis Control,6/1/2016,39.3034382,-120.108135,15.48259551,,2.273841846,7.52680485
MC9,Martis Control,6/1/2016,39.30398804,-120.107308,14.18779661,,0.139928729,10.14777835
MM12,Middle Martis,6/1/2016,39.30375737,-120.112489,16.4197747,,2.489565304,11.90330405
MM14,Middle Martis,6/1/2016,39.30349845,-120.110056,7.465773037,,0.565545279,5.15115795
MM18,Middle Martis,6/1/2016,39.30322014,-120.110415,13.10435404,,2.553699305,8.7186971
MM20,Middle Martis,6/1/2016,39.30201298,-120.108478,4.700366543,,0.058303637,3.09526765
MM24,Middle Martis,6/1/2016,39.30204346,-120.108973,10.48893833,,0.507241643,4.5112227
MM3,Middle Martis,6/1/2016,39.30428043,-120.113822,14.44262817,,0.244875276,8.48700235
MM5,Middle Martis,6/1/2016,39.30399766,-120.114133,17.78773735,,0.466429096,8.0085149
MM8,Middle Martis,6/1/2016,39.30398376,-120.112171,11.42969551,,0.99116183,7.61496395
O10,Osa,7/13/2016,36.18112893,-118.307414,7.647737816,,1.381796199,3.552660322
O12,Osa,7/13/2016,36.18126411,-118.308058,11.51694972,,1.410948018,9.714485542
O16,Osa,7/13/2016,36.18095129,-118.308515,9.466396481,,1.078617286,3.284601503
O22,Osa,7/13/2016,36.18087268,-118.310153,10.02784299,,5.538845524,3.991478774
O4,Osa,7/13/2016,36.18078373,-118.308996,11.77197375,,0.845402738,8.244079726
O6,Osa,7/13/2016,36.18052454,-118.30958,11.70990831,,0.583036371,6.390837231
P10,Partnership,7/13/2016,36.15833266,-118.274809,10.03839913,,1.358474744,3.957380243
P13,Partnership,7/13/2016,36.15887679,-118.274212,8.377516303,,0.15741982,3.123445936
P18,Partnership,7/13/2016,36.15656984,-118.27711,8.855159844,,2.524547486,4.609022706
P2,Partnership,7/13/2016,36.15754705,-118.274217,11.09598985,,,3.970793943
P22,Partnership,7/13/2016,36.15694296,-118.277125,8.795278254,,0.612188189,3.652212367
P8,Partnership,7/13/2016,36.15725521,-118.273898,9.535551667,,0.104946547,4.210560749
S12,Smith,6/1/2016,37.76212504,-120.12188,7.498274507,,0.0,2.489694658
S16,Smith,6/1/2016,37.76193701,-120.120841,13.30616695,,2.786913853,4.078385444
S18,Smith,6/1/2016,37.76014601,-120.119534,6.50785231,,0.0,2.019935753
S2,Smith,6/1/2016,37.76116716,-120.120232,5.015318577,,0.0,1.376884671
S22,Smith,6/1/2016,37.76050971,-120.119759,5.500667809,,0.093285819,1.500654881
S4,Smith,6/1/2016,37.76149567,-120.12077,,,3.760584592,
S8,Smith,6/1/2016,37.76122651,-120.119777,9.316829659,,0.0,2.838441815
UL10,Upper Loney,7/3/2016,39.42324197,-120.643852,11.08298475,,2.851047854,13.70359428
UL14,Upper Loney,7/3/2016,39.42267443,-120.644653,10.60545343,,3.97630805,11.78772628
UL16,Upper Loney,7/3/2016,39.42226906,-120.644583,10.23135322,,1.883207478,4.588603062
UL3,Upper Loney,7/3/2016,39.42899305,-120.651146,16.06250207,,9.112858477,22.75993015
UL7,Upper Loney,7/3/2016,39.42823706,-120.65126,10.28391668,,7.287954636,13.76665624
UL8,Upper Loney,7/3/2016,39.42290416,-120.644794,8.827234604,,3.36411986,9.018411293
KP 2,Tahoe Keys,10/18/2021,38.93993899,-120.003419,1.843352681,0.149551431,1.632501839,0.630420667
KP 3,Tahoe Keys,10/18/2021,38.93986196,-120.003591,1.548009931,0.126082181,0.536393462,0.455245219
KP 4,Tahoe Keys,10/18/2021,38.94011501,-120.003263,2.797583351,0.184643538,5.953792509,0.997550087
KP 5,Tahoe Keys,10/18/2021,38.94003798,-120.003439,1.542584482,0.12888333,0.390634369,0.337006825
KP 6,Tahoe Keys,10/18/2021,38.939956,-120.003649,1.446266955,0.127085094,0.40812546,0.345499631
KP Tree 1,Tahoe Keys,10/18/2021,38.94005902,-120.002965,2.900234247,0.181240543,2.757762034,0.595391704
KP Tree 2,Tahoe Keys,10/18/2021,38.94047099,-120.002835,3.425951008,0.258366093,1.142751287,0.809486645
KP Tree 4,Tahoe Keys,10/18/2021,38.93969801,-120.004472,1.277676121,0.124969057,0.186571639,0.24686062
UTM 1,Uppter Truckee Marsh,10/18/2021,38.938748,-120.001462,3.910807648,0.290483485,0.530563097,1.009188203
UTM 2,Uppter Truckee Marsh,10/18/2021,38.93804904,-120.001171,6.66271906,0.494363707,1.381796199,1.582436341
UTM 3,Uppter Truckee Marsh,10/18/2021,38.93807703,-120.000708,6.522408788,0.483904951,1.877377115,1.450447002
UTM 4,Uppter Truckee Marsh,10/18/2021,38.93809002,-120.000014,9.858542159,0.775125343,1.766600204,4.265062879
UTM 5,Uppter Truckee Marsh,10/18/2021,38.93842597,-119.999274,10.64810311,0.78676679,0.705474009,8.10553011
UTM 6,Uppter Truckee Marsh,10/18/2021,38.938718,-119.999877,7.577850401,0.502992222,1.4459302,4.523762536
UTM 7,Uppter Truckee Marsh,10/18/2021,38.936993,-120.001067,8.124580409,0.531424418,3.060940947,2.6772542
UTM10,Uppter Truckee Marsh,7/15/2022,38.93731906,-120.001272,4.776407617,0.382522752,2.856878218,1.385058897
UTM12,Uppter Truckee Marsh,7/15/2022,38.93607182,-120.001015,5.623041389,0.499189166,1.539216019,1.80802177
UTM13,Uppter Truckee Marsh,7/15/2022,38.9354848,-120.000883,6.209895864,0.546014346,1.240648394,1.387238947
UTM8,Uppter Truckee Marsh,7/15/2022,38.93807904,-120.002303,5.705847622,0.372405897,1.498403473,1.721801692
UTM9,Uppter Truckee Marsh,7/15/2022,38.93782224,-120.001457,4.759829693,0.422946027,1.702466203,1.301501873
UTMC1,Uppter Truckee Marsh,10/18/2021,38.93642798,-120.001982,4.452234643,0.321299986,0.483920187,0.989959272
UTMC2,Uppter Truckee Marsh,10/18/2021,38.93666803,-120.002111,3.551687574,0.291168902,0.47225946,0.910392913
ULA1,Upper Lacey,10/15/2021,39.45528496,-120.430683,8.819243801,0.739646207,1.043635103,4.03229613
ULA2,Upper Lacey,10/15/2021,39.45519997,-120.430439,8.565936473,0.675654355,1.323492562,3.713708374
ULA3,Upper Lacey,10/15/2021,39.45364303,-120.432238,7.491941157,0.643102334,0.069964364,3.204024581
ULA4,Upper Lacey,10/15/2021,39.45354798,-120.431887,4.456634669,0.339008294,0.040812546,1.368643463
ULA5,Upper Lacey,10/15/2021,39.45251198,-120.433988,18.74439002,1.838835535,1.066956559,4.122707356
ULA6,Upper Lacey,10/15/2021,39.45229598,-120.433845,9.400822657,0.872396664,0.577206008,4.662547485
NC1,Van Norden,7/1/2021,39.31943518,-120.373859,5.163908748,0.354080227,6.500855535,2.173880195
NC10,Van Norden,7/1/2021,39.31978512,-120.375709,7.0549608,0.422573131,0.845402738,2.648628483
NC3,Van Norden,7/1/2021,39.31948816,-120.3741231,7.905192932,0.480104191,3.778075684,2.872346734
NC5,Van Norden,7/1/2021,39.31926419,-120.37391,3.590637039,0.254086687,1.504233837,1.873351876
NC6,Van Norden,7/1/2021,39.31971312,-120.375465,10.68440507,0.703052404,1.708296567,4.58193024
NC8,Van Norden,7/1/2021,39.31995218,-120.375636,7.241051263,0.453525503,2.489565304,2.806941399
G14,Van Norden,7/1/2021,39.31315364,-120.3709565,7.460745985,0.772048242,1.719957294,4.869869498
H7,Van Norden,7/1/2021,39.31766474,-120.3707197,8.578405994,0.878564995,2.868538945,4.915485775
I9,Van Norden,7/1/2021,39.31743986,-120.3745184,6.974511898,0.535328791,1.976493297,3.548130195
W32,Van Norden,7/1/2021,39.31606025,-120.3722608,8.09208257,0.858067171,1.236037106,4.196589477
W35,Van Norden,7/1/2021,39.31559693,-120.3706691,3.766741981,0.44987825,0.367312913,3.944386147
W36,Van Norden,7/1/2021,39.31536826,-120.373224,6.520326637,0.613101124,0.36148255,2.455620133
NN10,Van Norden,7/1/2021,39.31631346,-120.3651832,7.461718973,0.567766352,2.12225239,3.374576453
NN2,Van Norden,7/1/2021,39.3162669,-120.3626729,11.63394484,1.016459816,2.792744217,5.181514312
NN3,Van Norden,7/1/2021,39.31546959,-120.3632974,5.76741449,0.469878367,4.355281691,2.447889097
NN5,Van Norden,7/1/2021,39.31488082,-120.3636826,7.463073756,0.751342928,1.317662198,3.270316609
NN7,Van Norden,7/1/2021,39.31751453,-120.3645024,8.201095389,0.768499034,4.192031507,5.064010495
NN8,Van Norden,7/1/2021,39.31716238,-120.3647212,7.201156161,0.519585512,4.559344421,4.422879007
NS1,Van Norden,7/1/2021,39.31302811,-120.3646516,5.681179132,0.377101928,5.054925336,2.518412449
NS10,Van Norden,7/1/2021,39.31165102,-120.3681901,10.10153055,0.742428721,0.588866735,5.038293805
NS3,Van Norden,7/1/2021,39.31210227,-120.3649675,11.72381001,1.225096141,1.125260196,6.778576703
NS5,Van Norden,7/1/2021,39.31142099,-120.3651835,7.104989076,0.651059212,1.125260196,5.026246554
NS6,Van Norden,7/1/2021,39.31312936,-120.3670585,4.761300254,0.297874269,3.165887494,2.131528796
NS8,Van Norden,7/1/2021,39.31244672,-120.3676056,6.80514998,0.79681009,5.801211891,4.80358007
