ID,Burn_year,Sides
3295,2008,All sides
3297,2015,All sides
3299,2008,At least 1 side
3302,2015,All sides
3303,2015,All sides
3304,2015,At least 1 side
3305,2015,All sides
3316,2008,At least 1 side
3332,2008,At least 1 side
3368,2020,All sides
3382,2020,All sides
3398,1999,At least 1 side
3399,2020,All sides
3440,2020,At least 1 side
3444,2020,At least 1 side
3445,2020,At least 1 side
3466,2020,At least 1 side
3471,2020,At least 1 side
3476,2020,All sides
3491,2020,All sides
3530,2020,All sides
3540,2020,All sides
3546,2020,All sides
3549,2020,All sides
3556,2020,All sides
3567,2020,All sides
3568,2020,All sides
3577,2020,All sides
3579,2020,All sides
3580,2020,All sides
3582,2020,All sides
3583,2020,All sides
3585,2020,All sides
3588,2020,All sides
3591,2020,All sides
3592,2020,All sides
3594,2020,All sides
3595,2020,All sides
3598,2020,All sides
3603,2020,All sides
3604,2020,All sides
3609,2020,All sides
3610,2020,All sides
3613,2020,All sides
3614,2020,All sides
3616,2020,All sides
3617,2020,All sides
3619,2020,At least 1 side
3620,2020,All sides
3621,2020,All sides
3622,2020,At least 1 side
3624,2020,At least 1 side
3625,2020,At least 1 side
3631,2020,All sides
3637,2020,All sides
3647,2020,At least 1 side
3665,2020,All sides
3684,2020,All sides
3688,2020,All sides
3689,2020,All sides
3705,2020,All sides
3706,2020,All sides
3715,2020,All sides
3721,2020,All sides
3725,2020,All sides
3726,2020,All sides
3730,2020,All sides
3732,2020,All sides
3733,2020,All sides
3734,2020,At least 1 side
3735,2020,All sides
3744,2020,All sides
3749,2020,At least 1 side
3750,2020,All sides
3767,2020,All sides
3786,2020,All sides
3787,2020,All sides
3802,2020,All sides
3803,2020,All sides
3806,2020,All sides
3812,2020,All sides
3814,2013,At least 1 side
3815,2013,At least 1 side
3840,2013,All sides
3847,2020,All sides
3850,2020,All sides
3851,2013,At least 1 side
3853,2020,All sides
3854,2020,At least 1 side
3857,2013,All sides
3859,2013,All sides
3861,2020,All sides
3866,2020,At least 1 side
3867,2020,All sides
3868,2013,All sides
3869,2020,All sides
3875,2020,All sides
3876,2020,At least 1 side
3878,2020,All sides
3879,2020,All sides
3883,2020,All sides
3884,2020,All sides
3890,2020,All sides
3891,2020,All sides
3893,2020,All sides
3899,2020,All sides
3900,2020,All sides
3901,2020,All sides
3902,2020,All sides
3903,2020,All sides
3909,2020,All sides
3917,2020,All sides
3920,2020,All sides
3921,2020,All sides
3924,2020,All sides
3934,2020,All sides
3935,2020,All sides
3937,2020,All sides
3940,2020,All sides
3942,2020,All sides
3945,2020,All sides
3946,2020,All sides
3947,2020,All sides
3953,2017,At least 1 side
3955,2020,All sides
3957,2020,All sides
3961,2020,All sides
3963,2020,All sides
3964,2020,All sides
3968,2020,All sides
3969,2020,All sides
3975,2020,All sides
3979,2020,All sides
3980,2020,All sides
3981,2020,All sides
3987,2020,All sides
3988,2017,All sides
3990,2017,All sides
3992,2020,All sides
4006,2020,All sides
4008,2020,All sides
4017,2020,All sides
4022,2020,All sides
4023,2020,All sides
4039,2020,All sides
4040,2020,All sides
4048,2020,All sides
4050,2020,All sides
4053,2020,All sides
4065,2020,All sides
4068,2020,All sides
4108,2020,All sides
4131,2020,All sides
4132,2017,All sides
4153,2020,All sides
4157,2020,All sides
4162,2020,All sides
4169,2020,All sides
4175,2020,All sides
4177,2020,All sides
4181,2020,All sides
4191,2020,All sides
4194,2020,All sides
4197,2020,At least 1 side
4198,2020,All sides
4199,2020,All sides
4201,2020,All sides
4202,2020,All sides
4206,2020,All sides
4209,2020,All sides
4212,2018,All sides
4213,2022,All sides
4217,2018,All sides
4219,2018,All sides
4221,2020,All sides
4222,2020,All sides
4223,2018,All sides
4224,2018,All sides
4225,2003,All sides
4226,2018,All sides
4227,2018,At least 1 side
4230,2020,All sides
4231,2020,All sides
4233,2018,All sides
4235,2018,At least 1 side
4237,2018,At least 1 side
4253,2018,All sides
4254,2018,All sides
4256,2018,All sides
4259,2018,All sides
4263,2018,All sides
4264,2018,All sides
4265,2018,All sides
4268,2018,All sides
4269,2018,All sides
4271,2018,All sides
4272,2018,All sides
4289,2020,All sides
4290,2020,All sides
4296,2020,At least 1 side
4296,2017,At least 1 side
4297,2020,All sides
4298,2022,All sides
4300,2022,At least 1 side
4310,2020,All sides
4312,2022,All sides
4313,2022,All sides
4314,2022,All sides
4318,2022,At least 1 side
4332,2020,All sides
4333,2015,All sides
4334,2015,At least 1 side
4342,2013,All sides
4343,2013,All sides
4344,2013,All sides
4345,2013,All sides
4346,2013,All sides
4347,2013,All sides
4348,2013,All sides
4349,2013,At least 1 side
4350,2020,All sides
4351,2020,All sides
4352,2020,All sides
4353,2020,All sides
4354,2020,All sides
4355,2020,All sides
4356,2020,All sides
4357,2020,All sides
4358,2020,All sides
4365,2020,All sides
4367,2020,All sides
4369,2020,All sides
4370,2020,All sides
4372,2020,All sides
4375,2020,All sides
4382,2015,At least 1 side
4383,2015,All sides
4384,2015,All sides
4410,2013,At least 1 side
4411,2013,All sides
4412,2020,All sides
4413,2013,At least 1 side
4414,2020,All sides
4415,2020,All sides
4418,2020,All sides
4419,2020,All sides
4420,2020,All sides
4421,2020,All sides
4422,2020,All sides
4423,2020,All sides
4424,2020,All sides
4425,2020,All sides
4426,2020,All sides
4428,2020,At least 1 side
4429,2020,All sides
4432,2020,At least 1 side
4433,2020,All sides
4485,2020,All sides
4486,2020,All sides
4487,2020,All sides
4488,2015,All sides
4491,2020,All sides
4495,2018,At least 1 side
4496,2018,All sides
4497,2018,All sides
4498,2018,All sides
4502,2018,All sides
4517,2020,All sides
4518,2020,All sides
4536,2020,At least 1 side
4536,2016,At least 1 side
4564,2020,All sides
4566,2022,All sides
4575,2008,All sides
4578,2002,At least 1 side
4581,2002,All sides
4583,2002,All sides
4584,2002,At least 1 side
4597,2002,All sides
4602,2020,All sides
4604,2020,All sides
4605,2002,All sides
4607,2002,All sides
4608,2002,All sides
4611,2002,All sides
4612,2002,At least 1 side
4613,2003,At least 1 side
4614,2002,All sides
4615,2020,All sides
4617,2020,All sides
4619,2002,All sides
4622,2002,All sides
4623,2002,All sides
4625,2002,All sides
4626,2002,All sides
4627,2002,At least 1 side
4628,2002,At least 1 side
4629,2020,All sides
4630,2002,All sides
4632,2002,All sides
4634,2002,All sides
4636,2002,All sides
4639,2020,All sides
4640,2020,All sides
4641,2002,All sides
4647,2002,All sides
4648,2002,At least 1 side
4649,2019,All sides
4651,2019,All sides
4655,2019,At least 1 side
4663,2019,At least 1 side
4668,2019,At least 1 side
4675,2020,At least 1 side
4675,2003,At least 1 side
4760,2016,All sides
4801,2007,All sides
4805,2005,At least 1 side
4806,2005,All sides
4821,2002,At least 1 side
4822,2002,All sides
4960,1996,At least 1 side
4960,2011,At least 1 side
5090,2002,All sides
5099,2020,All sides
5146,2018,All sides
5150,2018,All sides
5154,2018,All sides
5155,2018,All sides
5159,2018,All sides
5161,1992,All sides
5165,2018,All sides
5166,2018,All sides
5168,1992,All sides
5183,1992,All sides
5185,1992,All sides
5188,1992,All sides
5195,1992,At least 1 side
5338,1985,All sides
5378,2003,All sides
5379,2003,All sides
5406,2015,At least 1 side
5416,2000,At least 1 side
5455,2002,All sides
5456,2002,All sides
5457,1996,All sides
5463,2002,All sides
5465,2002,All sides
5467,2003,At least 1 side
5468,2003,At least 1 side
5469,2003,At least 1 side
5470,2003,At least 1 side
5472,2020,All sides
5559,1992,At least 1 side
5563,1992,All sides
5565,1992,All sides
5567,1992,All sides
5605,2000,At least 1 side
5635,2021,All sides
5672,2003,All sides
5677,1987,All sides
5678,1987,All sides
5679,1987,All sides
5680,1987,All sides
5683,1987,All sides
5687,1987,All sides
5689,1987,All sides
5690,1987,All sides
5692,1987,All sides
5693,1987,At least 1 side
5693,1987,At least 1 side
5694,1987,All sides
5695,1987,All sides
5696,1987,All sides
5697,1987,All sides
5698,1987,All sides
5700,2013,All sides
5701,1987,At least 1 side
5702,1987,All sides
5704,1987,All sides
5705,1987,All sides
5706,2013,All sides
5707,2013,All sides
5708,1987,All sides
5709,1987,All sides
5710,2013,All sides
5711,2013,All sides
5713,2013,All sides
5716,2013,All sides
5717,1999,All sides
5718,2013,All sides
5722,1999,All sides
5723,2013,All sides
5724,2013,All sides
5725,2013,All sides
5726,2013,All sides
5727,2013,All sides
5728,2013,At least 1 side
5729,2013,All sides
5730,2013,All sides
5731,2013,All sides
5732,2013,All sides
5733,2013,All sides
5734,2013,All sides
5735,2013,All sides
5736,2013,All sides
5737,2013,All sides
5738,2013,All sides
5739,2013,All sides
5740,2013,All sides
5741,1987,All sides
5742,2013,All sides
5743,2013,All sides
5744,2013,All sides
5745,1987,All sides
5746,1987,All sides
5747,1987,All sides
5748,2013,All sides
5749,1996,All sides
5750,2013,All sides
5751,2013,All sides
5752,1996,All sides
5753,2013,All sides
5754,1996,All sides
5755,2013,All sides
5756,1996,All sides
5757,1996,All sides
5758,1987,All sides
5759,1996,All sides
5760,1987,All sides
5761,2013,All sides
5762,1987,All sides
5763,2013,All sides
5764,2013,All sides
5765,2013,All sides
5766,2013,All sides
5767,1987,All sides
5768,2013,All sides
5769,2013,All sides
5770,1987,All sides
5771,2013,All sides
5772,1987,All sides
5773,1987,All sides
5774,2013,All sides
5775,1987,All sides
5776,1996,All sides
5777,1987,All sides
5778,2013,All sides
5779,1987,All sides
5780,1987,All sides
5781,2013,All sides
5782,2013,All sides
5783,2013,All sides
5784,2013,All sides
5785,2013,All sides
5786,2013,All sides
5787,2013,All sides
5788,2013,All sides
5789,2013,At least 1 side
5790,2013,All sides
5791,2013,All sides
5793,2013,All sides
5796,2013,At least 1 side
5797,2013,All sides
5801,2013,All sides
5803,2013,All sides
5805,2013,All sides
5806,2013,All sides
5807,2013,All sides
5808,2013,All sides
5810,2013,All sides
5811,2013,All sides
5812,2013,All sides
5813,2013,All sides
5814,2013,All sides
5815,2013,All sides
5816,2013,All sides
5817,2013,At least 1 side
5818,2013,All sides
5820,2013,All sides
5821,2013,All sides
5822,2013,All sides
5823,2013,At least 1 side
5824,2013,All sides
5825,2013,All sides
5828,2013,All sides
5829,2003,At least 1 side
5859,2017,All sides
5866,1993,All sides
5871,2003,At least 1 side
5871,2003,At least 1 side
5872,2003,All sides
5888,2003,At least 1 side
5890,2003,At least 1 side
5890,2003,At least 1 side
5894,1992,All sides
5897,2003,At least 1 side
5900,2003,At least 1 side
5900,2003,At least 1 side
5901,2003,All sides
5910,2003,At least 1 side
5911,2003,All sides
5915,2008,At least 1 side
5971,2020,At least 1 side
6001,2001,All sides
6070,2010,At least 1 side
6081,2010,All sides
6083,2010,At least 1 side
6084,2010,All sides
6093,2010,All sides
6100,2011,All sides
6101,2011,All sides
6140,2017,All sides
6145,2017,At least 1 side
6214,2018,All sides
6219,2018,All sides
6223,2018,At least 1 side
6225,2008,All sides
6227,2018,At least 1 side
6228,2018,At least 1 side
6230,2018,All sides
6232,2018,All sides
6234,2018,All sides
6235,2017,At least 1 side
6244,2008,All sides
6246,2008,All sides
6249,2018,All sides
6255,2018,All sides
6264,2018,At least 1 side
6288,2003,At least 1 side
6291,2003,All sides
6300,2003,All sides
6302,2017,At least 1 side
6318,2018,All sides
6322,2018,All sides
6339,2018,All sides
6340,2018,At least 1 side
6343,2003,All sides
6347,2018,At least 1 side
6351,2018,At least 1 side
6352,2018,At least 1 side
6362,2018,All sides
6376,2018,All sides
6384,2018,All sides
6404,2003,At least 1 side
6502,2013,All sides
6509,2013,All sides
6511,2003,All sides
6513,1987,All sides
6515,2013,All sides
6523,2003,At least 1 side
6535,2013,All sides
6537,2003,At least 1 side
6538,2001,All sides
6543,2013,All sides
6544,2018,All sides
6561,2012,All sides
6562,2018,All sides
6565,2003,All sides
6602,2018,At least 1 side
6617,2018,At least 1 side
6618,2018,All sides
6622,1992,All sides
6624,2003,At least 1 side
6624,2003,At least 1 side
6625,2003,All sides
6649,2003,All sides
6656,2003,All sides
6657,2013,At least 1 side
6658,2013,All sides
6663,2013,All sides
6664,2013,All sides
6665,2013,All sides
6677,2017,At least 1 side
6684,2013,All sides
6691,2013,At least 1 side
6706,2013,All sides
6707,2013,All sides
6708,2013,All sides
6721,2010,At least 1 side
6722,2010,All sides
6723,2013,All sides
6724,2013,All sides
6725,1987,All sides
6731,2003,All sides
6736,2013,All sides
6737,2013,All sides
6745,1999,All sides
6746,2010,All sides
6749,2010,All sides
6750,2010,All sides
6752,2010,At least 1 side
6755,1999,All sides
6756,2018,At least 1 side
6758,1999,All sides
6759,1999,All sides
6775,2015,At least 1 side
6776,1987,All sides
6777,1987,All sides
6778,1987,All sides
6779,1999,At least 1 side
6782,2018,All sides
6788,1987,All sides
6789,1987,All sides
6790,1987,All sides
6791,1987,All sides
6792,1990,All sides
6798,2018,All sides
6799,2018,At least 1 side
6800,2018,At least 1 side
6804,2018,All sides
6805,2018,All sides
6809,2018,All sides
6810,2018,All sides
6833,2013,All sides
6834,1996,All sides
6835,2013,All sides
6836,2013,All sides
6837,2003,All sides
6838,2003,All sides
6839,2003,All sides
6867,2003,At least 1 side
6868,2003,At least 1 side
6869,1984,At least 1 side
6951,2018,All sides
6952,2018,All sides
6956,2018,All sides
6957,2018,All sides
6958,2018,All sides
6959,2018,All sides
6960,2018,All sides
7004,2018,All sides
7005,2012,At least 1 side
7013,2003,At least 1 side
7021,2013,All sides
7024,2004,All sides
7137,2021,All sides
7178,2021,At least 1 side
7179,2021,All sides
7180,2021,All sides
7183,2021,At least 1 side
7186,2021,All sides
7187,2021,All sides
7188,2021,All sides
7189,2021,All sides
7190,2021,All sides
7192,2021,All sides
7193,2021,All sides
7195,2021,All sides
7196,2021,At least 1 side
7197,2021,All sides
7198,2021,All sides
7200,2021,At least 1 side
7201,2021,All sides
7202,2021,All sides
7203,2021,All sides
7206,2021,All sides
7208,2021,At least 1 side
7212,2021,All sides
7215,2021,All sides
7216,2021,All sides
7217,2021,All sides
7221,2021,All sides
7223,2021,All sides
7225,2021,All sides
7227,2021,All sides
7232,2021,At least 1 side
7233,2021,All sides
7238,2021,All sides
7241,2021,All sides
7250,2021,All sides
7251,2021,All sides
7252,2021,All sides
7253,2021,All sides
7257,2021,All sides
7258,2021,All sides
7259,2021,All sides
7260,2021,At least 1 side
7261,2021,All sides
7262,2019,All sides
7263,2021,All sides
7264,2021,All sides
7265,2019,At least 1 side
7266,2021,All sides
7267,2021,All sides
7268,2021,All sides
7269,2021,All sides
7270,2021,All sides
7271,2021,All sides
7272,2021,All sides
7273,2021,All sides
7279,2021,All sides
7281,2021,At least 1 side
7285,2021,All sides
7286,2021,All sides
7289,2021,All sides
7290,2021,All sides
7291,2021,All sides
7293,2021,All sides
7294,2021,All sides
7295,2021,All sides
7296,2021,All sides
7297,2021,All sides
7298,2021,All sides
7299,2021,All sides
7300,2021,All sides
7301,2021,All sides
7302,2021,All sides
7303,2021,All sides
7304,2021,All sides
7305,2021,All sides
7307,2021,All sides
7309,2021,All sides
7310,2021,All sides
7311,2021,All sides
7312,2021,All sides
7313,2021,All sides
7315,2021,All sides
7316,2021,All sides
7318,2021,All sides
7323,2021,All sides
7327,2014,All sides
7330,2014,At least 1 side
7331,1992,All sides
7333,2021,At least 1 side
7338,1992,All sides
7341,1992,All sides
7343,2017,At least 1 side
7352,2014,All sides
7414,2014,All sides
7430,2014,At least 1 side
7455,2014,All sides
7460,2004,All sides
7470,2021,At least 1 side
7472,1992,All sides
7474,2021,At least 1 side
7483,2004,All sides
7484,2014,All sides
7486,2004,At least 1 side
7488,2004,All sides
7489,2004,All sides
7493,2004,All sides
7598,2021,All sides
7633,2021,At least 1 side
7634,2021,All sides
7636,2021,All sides
7638,2021,All sides
7639,2021,All sides
7642,2021,All sides
7644,2021,All sides
7645,2021,All sides
7649,2021,All sides
7650,2021,All sides
7651,2021,All sides
7652,2021,All sides
7653,2021,All sides
7657,2021,All sides
7661,2021,All sides
7663,2021,All sides
7665,2021,All sides
7667,2021,All sides
7669,2021,All sides
7670,2021,All sides
7673,2021,All sides
7679,2021,At least 1 side
7683,2021,All sides
7684,2021,All sides
7685,2021,All sides
7689,2021,All sides
7694,2021,All sides
7701,2021,At least 1 side
7705,2021,All sides
7706,2021,All sides
7707,2021,All sides
7708,2021,All sides
7709,2021,All sides
7710,2021,All sides
7711,2021,All sides
7712,2021,All sides
7713,2021,All sides
7714,2021,All sides
7715,2021,All sides
7716,2021,All sides
7717,2021,At least 1 side
7718,2021,All sides
7719,2021,All sides
7720,2021,At least 1 side
7722,2021,All sides
7723,2021,All sides
7724,2021,At least 1 side
7726,2021,All sides
7731,2021,All sides
7733,2021,All sides
7734,2021,All sides
7735,2021,All sides
7736,2021,All sides
7737,2021,All sides
7739,2021,All sides
7740,2021,All sides
7741,2021,All sides
7742,2021,All sides
7743,2021,All sides
7744,2021,All sides
7745,2021,All sides
7746,2021,All sides
7747,2021,All sides
7748,2021,All sides
7749,2021,All sides
7750,2021,All sides
7751,2021,All sides
7752,2021,All sides
7753,2021,All sides
7754,2021,All sides
7755,2021,All sides
7756,2021,All sides
7757,2021,All sides
7758,2021,At least 1 side
7759,2021,All sides
7760,2021,All sides
7761,2021,All sides
7762,1992,All sides
7763,2021,All sides
7764,2021,All sides
7766,2021,All sides
7767,2021,All sides
7769,2021,All sides
7770,2021,All sides
7771,2021,All sides
7772,2021,At least 1 side
7773,2021,All sides
7774,2021,All sides
7776,2021,All sides
7777,2021,All sides
7778,2021,All sides
7779,2021,All sides
7780,2021,All sides
7781,2021,All sides
7782,2021,All sides
7783,2021,All sides
7784,2021,All sides
7785,2021,All sides
7786,2021,All sides
7787,2021,All sides
7788,2021,All sides
7789,2021,All sides
7790,2021,All sides
7792,2021,All sides
7793,2021,All sides
7794,2021,All sides
7795,2021,All sides
7796,2021,All sides
7797,2021,All sides
7798,2021,All sides
7799,2021,All sides
7800,2021,All sides
7801,2021,All sides
7802,2021,All sides
7803,2021,All sides
7804,2021,All sides
7805,2021,All sides
7806,2021,All sides
7807,2021,All sides
7808,2021,All sides
7809,2021,All sides
7810,2021,All sides
7813,1992,All sides
7814,2021,At least 1 side
7815,2021,All sides
7816,2021,All sides
7817,2021,At least 1 side
7818,2021,All sides
7819,2021,At least 1 side
7820,2021,All sides
7821,2021,At least 1 side
7822,2021,All sides
7824,2021,All sides
7825,2021,All sides
7826,2021,All sides
7828,2021,All sides
7829,2021,All sides
7830,2021,All sides
7831,2021,All sides
7832,2021,All sides
7833,2021,All sides
7834,2021,All sides
7835,1992,All sides
7836,1992,All sides
7837,2021,All sides
7839,2021,All sides
7840,2021,All sides
7841,2021,All sides
7842,2021,All sides
7843,2021,All sides
7844,2004,All sides
7845,2021,All sides
7846,2021,All sides
7847,2021,All sides
7848,2004,All sides
7849,1992,All sides
7850,2021,All sides
7851,2021,All sides
7852,1992,All sides
7853,2021,All sides
7854,2021,All sides
7855,2004,All sides
7856,2021,All sides
7857,2021,All sides
7858,2021,All sides
7859,2004,All sides
7860,2021,All sides
7861,2021,All sides
7862,2021,All sides
7863,2021,All sides
7864,2021,At least 1 side
7865,2021,All sides
7866,2021,All sides
7867,2021,All sides
7868,2021,All sides
7869,2021,All sides
7870,2021,All sides
7871,2021,All sides
7872,2021,All sides
7873,2021,All sides
7875,2004,At least 1 side
7876,2021,All sides
7877,2021,All sides
7878,2021,All sides
7879,2021,All sides
7880,2021,All sides
7881,2021,All sides
7882,2021,All sides
7883,2021,All sides
7884,2021,All sides
7885,2021,All sides
7886,2021,All sides
7887,2021,All sides
7890,2021,All sides
7893,2021,All sides
7894,2021,All sides
7895,2021,All sides
7896,2021,All sides
7897,2021,All sides
7898,2021,All sides
7899,2021,All sides
7900,2021,All sides
7902,2021,All sides
7903,2021,All sides
7905,2021,All sides
7907,2021,All sides
7908,2021,All sides
7909,2021,All sides
7911,2021,All sides
7912,2021,All sides
7913,2021,All sides
7914,2021,All sides
7915,2021,All sides
7916,2021,All sides
7917,2021,All sides
7918,2021,All sides
7919,2021,All sides
7920,2021,All sides
7921,2021,All sides
7922,2021,All sides
7923,2021,All sides
7924,2021,At least 1 side
7925,2021,All sides
7926,2021,All sides
7928,2021,All sides
7929,2021,All sides
7930,2021,All sides
7931,2021,All sides
7932,2021,All sides
7933,2021,All sides
7934,2021,All sides
7935,2021,All sides
7936,1992,All sides
7937,2021,All sides
7938,2021,All sides
7939,2021,At least 1 side
7940,2021,At least 1 side
7941,2021,All sides
7942,2021,All sides
7943,2021,All sides
7944,2021,All sides
7945,1992,All sides
7946,2021,All sides
7948,2021,All sides
7949,1992,All sides
7951,2021,All sides
7952,2021,All sides
7954,1992,All sides
7955,2021,All sides
7959,2021,All sides
7961,2021,At least 1 side
7963,2021,At least 1 side
7964,2021,All sides
7967,2021,All sides
7971,2021,At least 1 side
7974,2021,All sides
7977,2021,All sides
7983,2021,At least 1 side
7984,1992,All sides
7986,1992,All sides
7988,2021,All sides
7992,1992,All sides
7998,1992,All sides
7999,1992,All sides
8005,2014,At least 1 side
8010,1992,At least 1 side
8012,2014,All sides
8013,2014,All sides
8090,2022,All sides
8132,2014,All sides
8148,2014,All sides
8158,2020,All sides
8205,2014,At least 1 side
8207,2014,All sides
8210,2014,At least 1 side
8212,2014,At least 1 side
8228,2001,All sides
8231,2001,All sides
8275,2021,All sides
8278,2021,All sides
8279,2021,All sides
8280,2021,All sides
8281,2021,At least 1 side
8284,2021,At least 1 side
8285,2021,All sides
8286,2021,All sides
8287,2021,At least 1 side
8288,2021,All sides
8289,2021,All sides
8290,2021,At least 1 side
8291,2021,All sides
8292,2021,At least 1 side
8294,2021,At least 1 side
8298,2021,At least 1 side
8305,2007,All sides
8307,2021,All sides
8311,2007,All sides
8318,2021,All sides
8340,2007,All sides
8359,2007,All sides
8369,2002,At least 1 side
8499,2001,All sides
8510,2008,All sides
8529,1986,At least 1 side
8534,2018,At least 1 side
8553,2001,All sides
8554,2001,All sides
8607,1994,All sides
8713,1999,All sides
8717,1999,All sides
8720,1999,All sides
8725,1999,All sides
8765,1994,At least 1 side
8773,1994,All sides
8775,1994,All sides
8787,1999,All sides
8788,1999,All sides
8789,1999,All sides
8790,1999,All sides
8791,1999,All sides
8814,2007,At least 1 side
8820,1986,At least 1 side
8821,1986,At least 1 side
8828,1994,All sides
8829,1994,All sides
8874,2000,All sides
8876,2000,All sides
8877,2021,At least 1 side
8881,2021,All sides
8883,2021,All sides
8884,2021,All sides
8885,2021,At least 1 side
8886,2021,All sides
8887,2021,All sides
8888,2021,All sides
8890,2021,All sides
8892,2021,All sides
8898,2021,All sides
8901,2021,All sides
8902,2021,All sides
8903,2021,All sides
8904,2021,All sides
8905,2021,All sides
8907,2021,All sides
8908,2021,All sides
8909,2021,All sides
8910,2021,All sides
8912,2021,All sides
8913,2021,All sides
8915,2021,All sides
8918,2021,All sides
8920,2021,All sides
8922,2021,All sides
8923,2021,All sides
8924,2021,All sides
8926,2021,All sides
8927,2021,All sides
8928,2020,At least 1 side
8929,2021,All sides
8930,2021,All sides
8933,2021,All sides
8934,2021,All sides
8937,2021,All sides
8939,2021,All sides
8940,2021,All sides
8941,2021,All sides
8942,2021,All sides
8943,2021,All sides
8944,2021,All sides
8945,2021,All sides
8946,2021,All sides
8947,2021,All sides
8948,2021,All sides
8949,2021,All sides
8950,2021,All sides
8951,2021,All sides
8952,2021,All sides
8953,2021,All sides
8954,2021,All sides
8955,2021,All sides
8957,2021,All sides
8958,2021,All sides
8959,2021,All sides
8961,2021,All sides
8962,2021,All sides
8963,2021,All sides
8964,2021,All sides
8969,2021,All sides
8970,2021,All sides
8971,2021,All sides
8972,2021,All sides
8973,2021,At least 1 side
8974,2021,All sides
8976,2021,All sides
8979,2021,All sides
8981,2021,All sides
8982,2021,At least 1 side
8983,2021,At least 1 side
8984,2021,All sides
8985,2021,All sides
8986,2021,All sides
8988,2021,All sides
8990,2021,All sides
8992,2021,All sides
8995,2021,All sides
8997,2021,All sides
8998,2021,All sides
8999,2021,All sides
9001,2021,All sides
9002,2021,All sides
9005,2021,All sides
9006,2021,All sides
9007,2021,All sides
9008,2021,All sides
9013,2021,All sides
9014,2021,At least 1 side
9015,2021,At least 1 side
9016,2021,All sides
9019,2021,At least 1 side
9022,2021,All sides
9023,2021,All sides
9024,2021,All sides
9025,2012,At least 1 side
9025,2021,At least 1 side
9026,2012,All sides
9027,2021,All sides
9028,2021,All sides
9034,2021,All sides
9036,2012,All sides
9038,1997,All sides
9039,1997,All sides
9042,2012,All sides
9043,2012,All sides
9044,2021,All sides
9048,2012,All sides
9049,2012,All sides
9052,1984,All sides
9054,1984,All sides
9056,2012,All sides
9057,2021,At least 1 side
9058,2021,All sides
9059,1985,All sides
9063,2021,All sides
9066,2021,All sides
